Fingerprint ID,coordinate_X,coordinate_Y,zone,f0:5c:19:94:1a:40,f0:5c:19:94:1a:41,f0:5c:19:94:1a:42,34:fc:b9:18:e4:c1,34:fc:b9:18:e4:c0,34:fc:b9:18:e4:c2,f0:5c:19:94:1a:50,f0:5c:19:94:1a:51,f0:5c:19:94:1a:52,4c:ed:fb:5a:5c:0c,4c:ed:fb:5a:5c:08,f0:5c:19:94:19:e1,f0:5c:19:94:19:e2,34:fc:b9:18:e8:21,34:fc:b9:18:e8:22,34:fc:b9:18:e8:20,f0:5c:19:94:19:e0,34:fc:b9:18:e4:d2,48:ee:0c:ed:93:b5,34:fc:b9:18:e4:d0,34:fc:b9:18:e4:d1,34:fc:b9:18:e8:30,34:fc:b9:18:e8:32,10:7b:44:eb:73:98,f0:5c:19:94:19:f2,f0:5c:19:94:19:f0,34:fc:b9:18:e7:21,34:fc:b9:18:e7:22,34:fc:b9:18:e7:20,f0:5c:19:94:19:f1,E1:E9:C3:D9:09:C3,FF:20:88:3C:97:E7,CA:E0:7D:11:26:B3
385,-1.0,3.0,Personal,-65,-60,-69,0,0,0,-81,-81,-82,-89,-80,-81,0,-74,-78,-79,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-80,-97
386,-1.0,3.0,Personal,-66,-59,-62,-79,0,-86,-82,-81,-82,-89,-81,0,0,-74,-81,-81,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-87,-76,-97
387,-1.0,3.0,Personal,-64,-58,-63,0,0,0,-82,-82,-82,-87,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-76,-97
388,-1.0,3.0,Personal,-65,-57,-61,0,0,0,-82,-82,-82,-88,-82,-81,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-74,-94
389,-1.0,3.0,Personal,-70,-60,-71,0,0,0,-82,-82,-83,-89,0,-84,-87,0,0,0,-88,0,-94,0,0,0,0,0,0,0,0,0,0,0,-87,-75,-90
390,-1.0,3.0,Personal,-67,-59,-68,0,0,0,-83,-82,-83,-90,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-75,-87
391,-1.0,3.0,Personal,-65,-58,-69,0,0,0,-83,-84,-84,-88,-81,-81,-86,-74,-77,0,0,-89,-94,-92,0,0,0,0,0,0,0,0,0,0,-85,-74,-89
392,-1.0,3.0,Personal,-66,-57,-59,0,0,0,-81,-81,-81,-88,-84,-81,-89,0,0,0,-89,-88,-92,0,0,0,0,0,0,0,0,0,0,0,-89,-75,-88
393,-1.0,3.0,Personal,-66,-59,-65,0,0,0,-81,-82,-82,-88,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-78,-88
394,-1.0,3.0,Personal,-66,-59,-63,0,0,0,-82,-82,-81,-89,-81,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,-89,-79,-88
395,-1.0,3.0,Personal,-65,-59,-65,0,0,0,-82,-82,-82,-88,-81,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,-87,-76,-90
396,-1.0,3.0,Personal,-65,-58,-64,0,0,0,-82,-82,-82,-89,0,-80,0,-74,-80,-78,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,-88,-80,-90
397,-1.0,3.0,Personal,-63,-59,-64,-78,-86,-86,-82,-82,-82,-89,-83,-81,-90,0,0,0,-90,0,-92,0,0,0,0,0,0,0,0,0,0,0,-87,-80,-92
398,-1.0,3.0,Personal,-64,-59,-64,0,0,0,-82,-82,-82,-87,-80,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,-88,-74,-91
399,-1.0,3.0,Personal,-66,-58,-64,0,0,0,-82,-82,-82,-89,-83,0,0,-74,-78,-78,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,-88,-80,-91
400,-1.0,3.0,Personal,-65,-59,-65,0,0,0,-82,-82,-82,-88,-80,0,0,0,0,0,0,-91,-92,0,0,0,0,0,0,0,0,0,0,0,-88,-80,-91
401,-1.0,3.0,Personal,-65,-59,-65,-78,-85,0,-82,-82,-82,-88,-82,0,0,0,0,0,0,-91,-91,0,0,0,0,0,0,0,0,0,0,0,-87,-76,-91
402,-1.0,3.0,Personal,-65,-59,-65,0,0,0,-83,-82,-82,-89,-81,0,0,0,0,0,0,-91,-95,0,0,0,0,0,0,0,0,0,0,0,-85,-75,-91
403,-1.0,3.0,Personal,-66,-59,-65,-78,-85,0,-82,-82,-81,-88,-81,0,0,0,0,0,0,-89,-95,0,0,0,0,0,0,0,0,0,0,0,-87,-74,-90
404,-1.0,3.0,Personal,-63,-59,-64,-78,-85,-85,-82,-81,-81,-88,0,0,0,0,0,0,0,-91,-93,0,0,0,0,0,0,0,0,0,0,0,-86,-74,-90
405,-1.0,3.0,Personal,-65,-58,-63,0,0,0,-82,-82,-82,-89,-81,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,-84,-74,-92
406,-1.0,3.0,Personal,-64,-60,-65,0,0,0,-83,-82,-83,-89,-79,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,-89,-78,-91
407,-1.0,3.0,Personal,-65,-59,-64,0,0,0,-81,-82,-81,-88,0,0,0,0,0,0,0,-92,-91,0,0,0,0,0,0,0,0,0,0,0,-88,-78,-90
408,-1.0,3.0,Personal,-65,-58,-66,0,0,-83,-81,-81,-81,-88,-80,-80,-90,0,0,0,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-86,-78,-90
409,-1.0,3.0,Personal,-64,-59,-64,-78,-86,-86,-82,-82,-82,-89,0,-81,-87,0,0,0,-88,0,-93,0,0,0,0,0,0,0,0,0,0,0,-89,0,-90
410,-1.0,3.0,Personal,-68,-59,-69,0,0,0,-81,-81,-82,-87,-81,-83,-87,0,0,0,-89,0,-94,0,0,0,0,0,0,0,0,0,0,0,-85,-76,-89
411,-1.0,3.0,Personal,-68,-58,-66,0,0,0,-81,-81,-81,-88,-79,-83,0,0,0,0,0,-90,-92,0,0,0,0,0,0,0,0,0,0,0,-86,-75,-97
412,-1.0,3.0,Personal,-68,-58,-67,-79,-86,-86,-79,-80,-79,-88,-78,0,0,-76,-93,-77,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,-87,-76,-90
413,-1.0,3.0,Personal,-67,-59,-64,0,0,0,-82,-82,-82,-88,-80,0,0,0,0,0,0,-92,-92,0,0,0,0,0,0,0,0,0,0,0,-88,-74,-88
414,-1.0,3.0,Personal,-64,-59,-64,0,0,0,-82,-82,-82,-89,-81,0,0,0,0,0,0,-90,-94,0,0,0,0,0,0,0,0,0,0,0,-87,-74,-91
415,-1.0,2.0,Social,-64,-65,-64,-79,-87,-88,-82,-83,-88,-90,-75,0,0,-75,-81,-80,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-90,-74,-84
416,-1.0,2.0,Social,-65,-65,-64,-79,0,-86,0,0,-88,-91,-77,-89,0,-74,-80,-79,0,-89,0,-91,0,0,0,0,0,0,0,0,0,0,-87,-84,-83
417,-1.0,2.0,Social,-65,-65,-64,0,0,0,0,0,-89,-92,-76,-88,-90,-75,0,-80,-90,-89,0,-89,0,0,0,0,0,0,0,0,0,0,-89,-78,-84
418,-1.0,2.0,Social,-65,-65,-62,-79,-88,-86,0,0,-88,-92,-78,-89,0,0,0,0,0,-90,0,-91,0,0,0,0,0,0,0,0,0,0,-85,-77,-83
419,-1.0,2.0,Social,-63,-65,-63,-78,-87,-88,0,0,-88,-91,-75,-90,0,0,0,0,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-85,0,-82
420,-1.0,2.0,Social,-65,-66,-66,-79,-87,-87,0,0,-88,-91,-75,-87,-91,-74,-79,-79,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-90,-74,-94
421,-1.0,2.0,Social,-62,-65,-64,0,0,0,0,0,-88,-90,-76,-87,0,0,0,0,0,-91,0,-91,0,0,0,0,0,0,0,0,0,0,-90,0,-94
422,-1.0,2.0,Social,-64,-65,-63,0,0,0,0,0,-88,-91,-77,-89,0,0,0,0,0,-89,0,-91,0,0,0,0,0,0,0,0,0,0,-88,-74,-93
423,-1.0,2.0,Social,-65,-65,-63,-78,0,-86,0,0,-87,-91,-77,-88,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,-89,-74,-96
424,-1.0,2.0,Social,-65,-65,-65,-78,-87,-86,0,0,-89,-90,-78,-91,0,-75,-79,-79,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-89,0,-95
425,-1.0,2.0,Social,-65,-65,-64,0,0,0,0,0,-88,-91,-76,-87,0,0,0,0,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-84,-74,-87
426,-1.0,2.0,Social,-65,-65,-64,-78,0,0,0,0,-88,-92,-77,-89,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-89,-74,-89
427,-1.0,2.0,Social,-65,-64,-64,-78,0,-88,0,0,-89,-91,-75,0,0,-75,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-77,-88
428,-1.0,2.0,Social,-64,-64,-64,0,0,0,0,0,-89,-91,-75,-89,0,0,0,0,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-89,-74,-87
429,-1.0,2.0,Social,-63,-65,-62,0,0,0,0,0,-88,-91,-75,-88,0,0,0,0,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-86,-74,-88
430,-1.0,2.0,Social,-65,-65,-63,0,0,0,0,0,-89,-90,-75,-89,0,0,0,0,0,-90,0,-91,0,0,0,0,0,0,0,0,0,0,-89,-77,-88
431,-1.0,2.0,Social,-63,-65,-64,0,0,0,0,0,-89,-91,-76,-89,0,-75,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,-85,-77,-82
432,-1.0,2.0,Social,-63,-63,-63,-79,0,-88,0,0,0,-92,-77,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-86,-74,-83
433,-1.0,2.0,Social,-62,-64,-62,0,0,0,0,0,-89,-90,-77,-91,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-82
434,-1.0,2.0,Social,-65,-65,-64,0,0,0,0,0,-89,-91,-76,-90,0,0,0,0,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-87,-79,-83
435,-1.0,2.0,Social,-65,-64,-63,-79,0,-88,0,0,-87,-93,-77,-88,0,0,0,0,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-88,0,-83
436,-1.0,2.0,Social,-64,-65,-64,0,0,-88,0,0,-89,-91,-76,-89,0,-75,-81,-80,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-88,-75,-94
437,-1.0,2.0,Social,-65,-65,-64,0,0,0,0,0,0,-92,-78,-87,0,0,0,0,0,-91,0,-90,0,0,0,0,0,0,0,0,0,0,-90,-74,-94
438,-1.0,2.0,Social,-65,-65,-64,-78,0,-87,0,0,-89,-91,-77,-88,0,0,0,0,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-89,-76,-94
439,-1.0,2.0,Social,-65,-64,-66,-79,0,-90,0,0,0,-91,-77,-88,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,-89,-74,-94
440,-1.0,2.0,Social,-66,-65,-64,0,0,0,0,0,-90,-91,-76,-87,0,0,0,0,0,-90,0,-90,0,0,0,0,0,0,0,0,0,0,-91,-75,-88
441,-1.0,2.0,Social,-65,-66,-64,0,0,0,-86,0,-87,-92,-77,-88,0,0,0,0,0,-89,0,-90,0,0,0,0,0,0,0,0,0,0,-83,-78,-88
442,-1.0,2.0,Social,-63,-62,-63,-80,0,-89,-89,0,-89,-92,-77,-89,0,-74,-80,-81,0,-91,-96,-89,0,0,0,0,0,0,0,0,0,0,-82,-76,-88
443,-1.0,2.0,Social,-64,-65,-63,0,0,0,0,0,-88,-91,-78,-88,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,-88,-74,-86
444,-1.0,2.0,Social,-65,-64,-65,0,0,0,0,0,0,-91,-78,-87,-91,-75,-80,0,0,-91,0,-92,0,0,0,0,0,0,0,0,0,0,-86,-74,-86
445,-2.0,3.0,Personal,-71,-71,-71,-76,-79,-81,-83,-84,-85,-88,-80,0,0,-69,-72,-73,0,-86,0,-86,-87,-87,-86,0,0,0,0,0,0,0,-84,-57,-94
446,-2.0,3.0,Personal,-68,-69,-67,0,0,0,-80,-80,-81,-90,-79,0,0,0,0,-72,-87,-87,-93,-87,0,-87,-87,0,0,0,0,0,0,0,-86,-58,-90
447,-2.0,3.0,Personal,-69,-68,-66,-77,-81,0,-80,-81,-80,-88,-78,0,0,-71,-70,-71,0,-86,-92,-86,0,-86,-86,0,0,0,0,0,0,0,-87,-57,-93
448,-2.0,3.0,Personal,-70,-68,-67,0,0,0,-80,-80,-80,-88,-78,0,0,0,0,0,0,-89,-94,-87,0,-86,-86,0,0,0,0,0,0,0,-84,0,-94
449,-2.0,3.0,Personal,-72,-68,-68,0,0,-79,-80,-81,-80,-89,-77,-82,0,0,-71,0,0,-87,0,-88,0,-86,-87,0,0,0,0,0,0,0,-91,-58,-92
450,-2.0,3.0,Personal,-70,-69,-69,0,0,0,-80,-80,-80,-89,-79,-81,0,0,0,0,0,-87,-94,-88,0,-86,-86,0,0,0,0,0,0,0,-89,-58,-97
451,-2.0,3.0,Personal,-70,-71,-70,0,0,0,-81,-80,-80,-91,-79,0,0,0,0,0,0,-87,0,-87,0,-86,-86,0,0,0,0,0,0,0,-84,-57,-92
452,-2.0,3.0,Personal,-69,-71,-76,0,0,0,-82,-83,-83,-89,-81,-82,-91,0,0,0,-89,-86,-92,-86,-86,-87,-86,0,0,0,0,0,0,0,-91,-58,-97
453,-2.0,3.0,Personal,-69,0,0,0,0,0,-80,-80,-80,-88,-78,0,0,0,0,0,0,-86,-91,-87,0,-85,-86,0,0,0,0,0,0,0,-90,-57,-95
454,-2.0,3.0,Personal,-69,-70,-68,-77,0,-78,-80,-79,-80,-88,-78,0,0,0,0,0,0,-88,-94,-87,0,-86,-87,0,0,0,0,0,0,0,-90,-58,-96
455,-2.0,3.0,Personal,-68,-68,-68,0,0,0,-80,-80,-80,-89,-78,0,0,-72,-75,-73,0,-87,-91,-86,0,-86,-86,0,0,0,0,0,0,0,-92,-60,-92
456,-2.0,3.0,Personal,-66,-68,-68,0,0,0,-80,-80,-80,-88,-81,0,0,0,0,0,0,-88,-93,-86,0,-86,-87,0,0,0,0,0,0,0,-91,-59,-94
457,-2.0,3.0,Personal,-68,-68,-66,-77,-80,-80,-80,-80,-79,-88,-79,-80,-87,0,0,0,0,-87,-93,-88,0,-86,-86,0,0,0,0,0,0,0,-90,-61,-96
458,-2.0,3.0,Personal,-67,-67,-68,0,0,0,-80,-80,-80,-89,-78,0,0,0,-73,0,0,-87,-93,-87,0,-87,-87,0,0,0,0,0,0,0,-91,-57,-94
459,-2.0,3.0,Personal,-68,-69,-67,0,0,0,-79,-79,-80,-89,-78,0,0,0,0,0,0,-86,-90,-86,0,-86,-86,0,0,0,0,0,0,0,-91,-59,-95
460,-2.0,3.0,Personal,-67,-69,-67,0,0,0,-80,-80,-80,-89,-78,0,0,0,0,0,0,-87,-91,-86,0,-86,-88,0,0,0,0,0,0,0,-86,-59,-94
461,-2.0,3.0,Personal,-68,-68,-67,0,0,0,-80,-79,-80,-89,-82,0,0,-69,-73,-73,0,-87,-90,-87,0,-86,-86,0,0,0,0,0,0,0,-90,-59,-93
462,-2.0,3.0,Personal,-68,-69,-68,0,0,0,-80,-79,-79,-88,-77,0,0,0,0,0,0,-87,-94,-87,0,-86,-87,0,0,0,0,0,0,0,-87,-58,-92
463,-2.0,3.0,Personal,-68,-69,-67,0,0,0,-80,-80,-80,-89,-78,0,0,0,0,0,0,-87,-93,-86,0,-86,-86,0,0,0,0,0,0,0,-86,-58,-93
464,-2.0,3.0,Personal,-67,-68,-67,0,0,0,-80,-80,-80,-89,-80,0,0,0,0,0,0,-87,-90,-87,0,-86,-86,0,0,0,0,0,0,0,-86,-58,-95
465,-2.0,3.0,Personal,-68,-69,-67,0,0,0,-79,-79,-79,-89,-78,0,0,-69,-73,0,0,-88,-91,-87,0,-86,-86,0,0,0,0,0,0,0,-90,-59,-94
466,-2.0,3.0,Personal,-68,-69,-69,0,0,0,-80,-80,-80,-88,-78,0,0,0,0,0,0,-87,-93,-87,0,-87,-86,0,0,0,0,0,0,0,-91,-58,-95
467,-2.0,3.0,Personal,-69,-69,-69,0,0,0,-81,-81,-80,-89,-76,0,0,0,0,0,0,-86,-92,-87,0,-87,-86,0,0,0,0,0,0,0,-92,-59,-93
468,-2.0,3.0,Personal,-71,-69,-68,-77,-82,-81,-80,-80,-80,-88,-78,-81,0,0,0,0,0,-87,-89,-87,0,-87,-86,0,0,0,0,0,0,0,-85,-62,-91
469,-2.0,3.0,Personal,-68,-69,-68,0,0,0,-81,-82,-81,-88,-78,0,0,-69,-73,-74,0,-87,-94,-87,0,-86,-86,0,0,0,0,0,0,0,-87,-57,-92
470,-2.0,3.0,Personal,-68,-70,-67,0,0,0,-80,-80,-81,-88,-78,0,0,-69,0,-73,0,-87,-93,-87,0,-87,-85,0,0,0,0,0,0,0,-83,-61,-91
471,-2.0,3.0,Personal,-69,-69,-68,0,0,0,-80,-80,-80,-88,-80,0,0,0,0,0,0,-86,-93,-86,0,-87,-86,0,0,0,0,0,0,0,-86,-57,-93
472,-2.0,3.0,Personal,-68,-68,-68,0,0,0,-80,-80,-80,-88,-77,0,0,-70,-73,-75,0,-87,-90,-87,0,-85,-86,0,0,0,0,0,0,0,-87,-58,-95
473,-2.0,3.0,Personal,-70,-70,-68,0,0,0,-81,-80,-80,-89,-78,0,0,0,0,0,0,-88,-92,-88,0,-86,-86,0,0,0,0,0,0,0,-90,-58,-98
474,-2.0,3.0,Personal,-68,-70,-70,0,0,0,-80,-80,-81,-88,-80,0,0,-69,-73,-72,0,-86,-91,-87,0,-86,-86,0,0,0,0,0,0,0,-90,-58,-98
475,-2.0,2.0,Social,-68,-69,-69,-76,-78,-84,-85,-84,-85,-91,-81,-88,-89,-71,-75,-74,0,-81,-93,-81,-80,-89,-89,0,0,0,0,0,0,0,-85,-73,-90
476,-2.0,2.0,Social,-67,-68,-66,-72,-76,-76,-82,-81,-81,-92,-78,0,0,-72,-76,-77,0,-80,0,-80,-79,-89,0,0,0,0,0,0,0,0,-91,0,-88
477,-2.0,2.0,Social,-67,-68,-69,0,0,0,-85,-85,-84,-89,-90,-89,-91,-72,-76,-74,0,-80,0,-80,-80,0,-90,0,0,0,0,0,0,0,-89,-74,-89
478,-2.0,2.0,Social,-67,-67,-65,0,0,0,-83,-82,-82,-90,-88,-89,-88,0,0,0,0,-80,0,-80,-79,0,-88,0,0,0,0,0,0,0,-91,-74,-89
479,-2.0,2.0,Social,-68,-68,-67,0,0,0,-83,-84,-84,-89,0,-88,-91,0,0,0,-89,-80,0,-81,-80,0,-89,0,0,0,0,0,0,0,-91,-74,-88
480,-2.0,2.0,Social,-68,-68,-67,0,0,0,-81,-82,-82,-91,-83,-87,-87,-71,-75,-75,0,-80,0,-79,-80,-89,-91,0,0,0,0,0,0,0,-91,-72,-90
481,-2.0,2.0,Social,-68,-68,-66,0,0,0,-81,-81,-82,-91,-84,-87,-87,0,0,0,0,-80,0,-81,-81,0,0,0,0,0,0,0,0,0,-88,-75,-91
482,-2.0,2.0,Social,-69,-67,-67,0,0,0,-81,-81,-81,-89,-87,-89,-89,0,0,0,0,-80,0,-80,-80,0,0,0,0,0,0,0,0,0,-89,-74,-90
483,-2.0,2.0,Social,-70,-68,-67,-72,-76,-75,-82,-83,-83,-89,-85,-88,0,-71,-75,-74,0,-80,0,-81,-80,0,-88,0,0,0,0,0,0,0,-89,-75,-91
484,-2.0,2.0,Social,-64,-66,-68,0,0,0,-82,-82,-82,-89,-86,0,0,0,0,0,0,-80,0,-80,-80,0,-89,0,0,0,0,0,0,0,-87,-72,-90
485,-2.0,2.0,Social,-67,-68,-68,0,0,0,-82,-82,-82,-90,-86,-87,-91,0,0,0,-92,-80,0,-80,-80,0,-89,0,0,0,0,0,0,0,-86,-72,-96
486,-2.0,2.0,Social,-68,-68,-69,0,0,0,-83,-83,-83,-90,-81,-87,-90,0,0,0,0,-80,0,-80,-80,0,-89,0,0,0,0,0,0,0,-87,-72,-86
487,-2.0,2.0,Social,-69,-67,-66,0,0,0,-82,-83,-82,-90,-87,-87,0,0,0,0,0,-80,0,-80,-80,-90,-90,-94,0,0,0,0,0,0,-87,-74,-86
488,-2.0,2.0,Social,-68,-70,-67,0,0,0,-82,-82,-82,-89,-86,-86,-87,0,0,0,0,-79,0,-79,-80,-88,-88,0,0,0,0,0,0,0,-86,-72,-88
489,-2.0,2.0,Social,-70,-69,-68,0,0,0,-82,-83,-83,-90,0,-87,-87,0,0,0,0,-81,0,-80,-80,0,0,0,0,0,0,0,0,0,-87,-77,-88
490,-2.0,2.0,Social,-68,-68,-69,0,0,0,-80,-80,-80,-89,-85,-88,-88,0,0,0,-90,-81,0,-80,-80,0,0,0,0,0,0,0,0,0,-85,-77,-88
491,-2.0,2.0,Social,-65,-66,-67,0,0,0,-82,-83,-82,-89,-89,-86,-93,0,0,0,-89,-80,0,-80,-81,0,-89,0,0,0,0,0,0,0,-85,-75,-91
492,-2.0,2.0,Social,-67,-69,-68,0,0,0,-84,-84,-84,-90,-86,-85,0,0,0,0,0,-80,0,-80,-81,0,-90,0,0,0,0,0,0,0,-86,-74,-91
493,-2.0,2.0,Social,-69,-67,-66,0,0,0,-82,-82,-82,-90,-87,-88,-88,0,0,0,0,-80,0,-80,-80,0,-90,0,0,0,0,0,0,0,-86,-72,-89
494,-2.0,2.0,Social,-66,-68,-67,0,0,0,-82,-83,-83,-90,-85,-87,0,-72,-76,-76,0,-80,0,-80,-80,0,-89,0,0,0,0,0,0,0,-91,0,-87
495,-2.0,2.0,Social,-68,-68,-68,0,0,0,-82,-83,-83,-90,-86,-87,-89,-72,-75,-75,-87,-80,0,-80,-80,0,0,0,0,0,0,0,0,0,-91,-76,-87
496,-2.0,2.0,Social,-69,-67,-67,0,0,0,-83,-82,-82,-90,-81,-87,-91,0,0,0,0,-80,0,-80,-80,0,0,0,0,0,0,0,0,0,-89,-72,-91
497,-2.0,2.0,Social,-68,-68,-70,0,0,0,-82,-81,-82,-91,-87,-89,-88,0,0,0,0,-80,0,-80,-80,0,-90,0,0,0,0,0,0,0,-88,0,-91
498,-2.0,2.0,Social,-67,-67,-66,0,0,0,-82,-82,-82,-92,-88,-86,-89,0,0,0,0,-80,0,-80,-80,0,-89,0,0,0,0,0,0,0,-85,0,-91
499,-2.0,2.0,Social,-66,-70,-67,0,0,0,-85,-86,-85,-91,0,-88,-89,-71,-74,0,-89,-80,0,-80,-80,0,-90,0,0,0,0,0,0,0,-88,0,-97
500,-2.0,2.0,Social,-67,-69,-69,0,0,0,-83,-84,-83,-90,0,-87,-88,0,0,0,0,-81,0,-81,-81,0,-91,0,0,0,0,0,0,0,-88,-72,-85
501,-2.0,2.0,Social,-70,-66,-66,0,0,0,-82,-82,-82,-90,-88,-85,-89,0,0,0,0,-81,0,-80,-80,0,-90,0,0,0,0,0,0,0,-86,0,-88
502,-2.0,2.0,Social,-68,-68,-69,0,0,0,-81,-81,-81,-90,-81,-86,0,0,0,0,0,-80,0,-80,-80,-90,-89,0,0,0,0,0,0,0,-88,-76,-86
503,-2.0,2.0,Social,-69,-67,-67,0,0,0,-82,-81,-81,-91,-84,-86,-87,0,0,0,0,-80,0,-80,-81,0,0,0,0,0,0,0,0,0,-85,-74,-85
504,-2.0,2.0,Social,-65,-67,-65,0,0,0,-81,-81,-80,-91,-83,-86,-88,0,0,0,0,-80,0,-80,-79,0,0,0,0,0,0,0,0,0,-87,-77,-84
505,-1.0,1.0,Social,-60,-63,-61,0,0,0,-80,-81,-81,-94,-77,-88,0,-77,-79,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-93
506,-1.0,1.0,Social,-61,-63,-61,-78,-79,-79,-81,-81,-81,-91,-79,0,0,-76,-79,-79,0,0,-92,0,0,0,-89,0,0,0,0,0,0,0,-83,-83,-93
507,-1.0,1.0,Social,-60,-63,-60,0,0,0,-81,-81,-81,-93,-79,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,0,-83,-81,-91
